"0000000000000001","2021-01-01","0a3604c0-7395-11","00000002","30600.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000002","2021-01-01","6d201026-7466-11","00000004","18625.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000003","2021-01-01","6d20108a-7466-11","00000012","56900.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000004","2021-01-01","6d1eaf85-7466-11","00000007","35290.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000005","2021-01-01","6d201026-7466-11","00000013","34670.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000006","2021-01-01","0a3601ca-7395-11","00000007","7445.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000007","2021-01-01","6d201026-7466-11","00000014","1275.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000008","2021-01-01","6d2010db-7466-11","00000012","475.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000009","2021-01-01","6d200f5f-7466-11","00000013","1845.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000010","2021-01-02","0a400032-7395-11","00000004","44900.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000011","2021-01-02","6d20108a-7466-11","00000005","630.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000012","2021-01-02","6d2010db-7466-11","00000005","715.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000013","2021-01-02","0a3604c0-7395-11","00000011","650.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000014","2021-01-02","0a3604c0-7395-11","00000011","16650.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000015","2021-01-02","0a3601ca-7395-11","00000008","425.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000016","2021-01-03","6d200f5f-7466-11","00000003","2795.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000017","2021-01-03","6d201026-7466-11","00000003","11910.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000018","2021-01-03","0a400032-7395-11","00000013","13950.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000019","2021-01-03","0a3601ca-7395-11","00000010","13150.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000020","2021-01-03","0a3601ca-7395-11","00000009","25675.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000021","2021-01-03","6d2010db-7466-11","00000011","3495.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000022","2021-01-03","0a3601ca-7395-11","00000007","20450.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000023","2021-01-03","6d200f5f-7466-11","00000013","270.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000024","2021-01-03","6d200f5f-7466-11","00000013","1445.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000025","2021-01-03","6d2010db-7466-11","00000012","12535.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000026","2021-01-03","6d200f5f-7466-11","00000004","6105.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000027","2021-01-03","6d200c82-7466-11","00000007","48756.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000028","2021-01-03","0a400032-7395-11","00000013","27100.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000029","2021-01-03","0a400032-7395-11","00000013","2400.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000030","2021-01-04","6d200c82-7466-11","00000009","53392.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000031","2021-01-04","6d201026-7466-11","00000003","2455.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000032","2021-01-04","6d200ed4-7466-11","00000009","5545.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000033","2021-01-04","6d20108a-7466-11","00000011","36325.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000034","2021-01-04","6d200ed4-7466-11","00000010","470.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000035","2021-01-05","6d201026-7466-11","00000003","10290.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000036","2021-01-05","6d1eaf85-7466-11","00000001","4880.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000037","2021-01-05","6d200ed4-7466-11","00000001","99190.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000038","2021-01-05","6d1eaf85-7466-11","00000007","7245.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000039","2021-01-05","6d20108a-7466-11","00000002","46025.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000040","2021-01-05","6d200ed4-7466-11","00000006","3410.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000041","2021-01-05","0a3604c0-7395-11","00000012","26990.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000042","2021-01-05","6d2010db-7466-11","00000005","15395.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000043","2021-01-05","0a400032-7395-11","00000003","29010.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000044","2021-01-05","6d200ed4-7466-11","00000006","600.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000045","2021-01-06","6d20108a-7466-11","00000002","3035.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000046","2021-01-06","6d200f5f-7466-11","00000004","11445.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000047","2021-01-06","0a400032-7395-11","00000003","53645.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000048","2021-01-06","0a400032-7395-11","00000014","19600.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000049","2021-01-06","6d200ed4-7466-11","00000006","130.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000050","2021-01-06","6d200f5f-7466-11","00000004","7105.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000051","2021-01-06","6d2010db-7466-11","00000002","39875.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000052","2021-01-06","0a3604c0-7395-11","00000002","495.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000053","2021-01-06","6d200f5f-7466-11","00000003","260.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
"0000000000000054","2021-01-06","0a3604c0-7395-11","00000011","44000.0000","2022-01-16 12:17:24","2022-01-16 12:17:24","0"
