"0000000000000001","0001","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","45.00","13","585.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000001","0002","2021-01-01","ACC0003","6efa1977-738f-11","15.00","12","180.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000001","0003","2021-01-01","ACC0001","6efa1977-738f-11","45.00","7","315.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000001","0004","2021-01-01","MANUKA-UMF5-1KG","6efa1a48-738f-11","45.00","9","405.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000002","0001","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","130.00","1","130.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000002","0002","2021-01-01","LAPTOP1","6efa1977-738f-11","1800.00","13","23400.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000002","0003","2021-01-01","MANUKA-UMF20-250G","6efa1a48-738f-11","90.00","10","900.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000002","0004","2021-01-01","LAPTOP1","6efa1977-738f-11","1750.00","2","3500.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000002","0005","2021-01-01","ACC0001","6efa1977-738f-11","65.00","15","975.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000002","0006","2021-01-01","MANUKA-UMF10-250","6efa1a48-738f-11","40.00","12","480.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000003","0001","2021-01-01","ACC0002","6efa1977-738f-11","10.00","5","50.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000003","0002","2021-01-01","MANUKA-UMF5-1KG","6efa1a48-738f-11","75.00","7","525.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000003","0003","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","45.00","20","900.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000003","0004","2021-01-01","MANUKA-UMF5-250G","6efa1a48-738f-11","30.00","15","450.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000003","0005","2021-01-01","MANUKA-UMF10-1KG","6efa1a48-738f-11","100.00","15","1500.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000003","0006","2021-01-01","LAPTOP3","6efa1977-738f-11","1350.00","12","16200.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000003","0007","2021-01-01","LAPTOP1","6efa1977-738f-11","1500.00","1","1500.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000004","0001","2021-01-01","ACC0001","6efa1977-738f-11","70.00","5","350.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000005","0001","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","160.00","12","1920.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000005","0002","2021-01-01","LAPTOP1","6efa1977-738f-11","1750.00","9","15750.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000005","0003","2021-01-01","ACC0003","6efa1977-738f-11","10.00","16","160.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000005","0004","2021-01-01","ACC0004","6efa1977-738f-11","15.00","19","285.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000006","0001","2021-01-01","MANUKA-UMF20-250G","6efa1a48-738f-11","70.00","10","700.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000006","0002","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","50.00","17","850.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000006","0003","2021-01-01","ACC0001","6efa1977-738f-11","65.00","11","715.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000006","0004","2021-01-01","ACC0005","6efa1977-738f-11","15.00","4","60.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000006","0005","2021-01-01","ACC0002","6efa1977-738f-11","10.00","8","80.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000006","0006","2021-01-01","MANUKA-UMF10-250","6efa1a48-738f-11","40.00","8","320.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000006","0007","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","35.00","19","665.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000006","0008","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","160.00","10","1600.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000007","0001","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","35.00","7","245.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000007","0002","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","35.00","5","175.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000007","0003","2021-01-01","LAPTOP2","6efa1977-738f-11","2450.00","8","19600.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000007","0004","2021-01-01","ACC0001","6efa1977-738f-11","55.00","5","275.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000007","0005","2021-01-01","MANUKA-UMF10-1KG","6efa1a48-738f-11","155.00","16","2480.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000007","0006","2021-01-01","MANUKA-UMF5-250G","6efa1a48-738f-11","30.00","15","450.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0001","2021-01-01","MANUKA-UMF20-250G","6efa1a48-738f-11","95.00","20","1900.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0002","2021-01-01","ACC0004","6efa1977-738f-11","20.00","5","100.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0003","2021-01-01","MANUKA-UMF10-1KG","6efa1a48-738f-11","160.00","18","2880.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0004","2021-01-01","ACC0001","6efa1977-738f-11","75.00","2","150.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0005","2021-01-01","ACC0005","6efa1977-738f-11","25.00","8","200.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0006","2021-01-01","MANUKA-UMF10-250","6efa1a48-738f-11","50.00","14","700.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0007","2021-01-01","MANUKA-UMF10-250","6efa1a48-738f-11","50.00","20","1000.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0008","2021-01-01","LAPTOP3","6efa1977-738f-11","1350.00","4","5400.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000008","0009","2021-01-01","ACC0002","6efa1977-738f-11","15.00","17","255.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000009","0001","2021-01-01","ACC0001","6efa1977-738f-11","65.00","18","1170.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000009","0002","2021-01-01","MANUKA-UMF10-500G","6efa1a48-738f-11","85.00","13","1105.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000010","0001","2021-01-01","LAPTOP1","6efa1977-738f-11","1850.00","3","5550.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000010","0002","2021-01-01","LAPTOP2","6efa1977-738f-11","2450.00","7","17150.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000010","0003","2021-01-01","MANUKA-UMF5-250G","6efa1a48-738f-11","25.00","1","25.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000011","0001","2021-01-01","ACC0003","6efa1977-738f-11","10.00","10","100.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000011","0002","2021-01-01","ACC0004","6efa1977-738f-11","10.00","12","120.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000011","0003","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","45.00","9","405.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000011","0004","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","45.00","2","90.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000011","0005","2021-01-01","MANUKA-UMF10-1KG","6efa1a48-738f-11","155.00","19","2945.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000011","0006","2021-01-01","LAPTOP3","6efa1977-738f-11","1350.00","12","16200.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000011","0007","2021-01-01","MANUKA-UMF5-500G","6efa1a48-738f-11","45.00","14","630.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000011","0008","2021-01-01","ACC0004","6efa1977-738f-11","10.00","13","130.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000012","0001","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","35.00","8","280.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000012","0002","2021-01-02","LAPTOP1","6efa1977-738f-11","1500.00","17","25500.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000012","0003","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","130.00","1","130.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000012","0004","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","130.00","13","1690.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000012","0005","2021-01-02","ACC0003","6efa1977-738f-11","15.00","4","60.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0001","2021-01-02","LAPTOP2","6efa1977-738f-11","2400.00","2","4800.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0002","2021-01-02","MANUKA-UMF10-250","6efa1a48-738f-11","45.00","18","810.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0003","2021-01-02","ACC0005","6efa1977-738f-11","25.00","10","250.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0004","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","160.00","12","1920.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0005","2021-01-02","ACC0004","6efa1977-738f-11","15.00","17","255.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0006","2021-01-02","LAPTOP1","6efa1977-738f-11","1800.00","13","23400.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0007","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","155.00","18","2790.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0008","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","155.00","15","2325.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000013","0009","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","165.00","12","1980.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000014","0001","2021-01-02","ACC0005","6efa1977-738f-11","25.00","10","250.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000014","0002","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","130.00","5","650.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0001","2021-01-02","MANUKA-UMF10-500G","6efa1a48-738f-11","85.00","8","680.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0002","2021-01-02","MANUKA-UMF10-250","6efa1a48-738f-11","50.00","3","150.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0003","2021-01-02","MANUKA-UMF5-250G","6efa1a48-738f-11","25.00","6","150.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0004","2021-01-02","MANUKA-UMF20-250G","6efa1a48-738f-11","75.00","12","900.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0005","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","55.00","19","1045.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0006","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","160.00","6","960.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0007","2021-01-02","MANUKA-UMF5-500G","6efa1a48-738f-11","130.00","7","910.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0008","2021-01-02","ACC0005","6efa1977-738f-11","20.00","4","80.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000015","0009","2021-01-02","ACC0004","6efa1977-738f-11","15.00","13","195.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
"0000000000000016","0001","2021-01-02","LAPTOP2","6efa1977-738f-11","2350.00","12","28200.0000","2022-01-16 11:29:15","2022-01-16 11:29:15","0"
