"0000000000000001","2021-01-01","6d200c82-7466-11","00000008","7470.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000002","2021-01-01","0a3604c0-7395-11","00000011","92790.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000003","2021-01-01","6d201026-7466-11","00000004","11400.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000004","2021-01-01","6d20108a-7466-11","00000012","6450.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000005","2021-01-01","0a3604c0-7395-11","00000012","17540.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000006","2021-01-01","6d20108a-7466-11","00000005","260.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000007","2021-01-01","6d1eaf85-7466-11","00000008","5860.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000008","2021-01-01","0a400032-7395-11","00000004","5035.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000009","2021-01-01","6d200c82-7466-11","00000009","7629.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000010","2021-01-01","6d20108a-7466-11","00000002","10515.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000011","2021-01-01","0a3604c0-7395-11","00000011","2400.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000012","2021-01-01","0a400032-7395-11","00000013","30260.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000013","2021-01-01","6d200c82-7466-11","00000009","80.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000014","2021-01-02","0a3601ca-7395-11","00000010","32625.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000015","2021-01-02","6d20108a-7466-11","00000005","450.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000016","2021-01-02","0a400032-7395-11","00000003","10155.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000017","2021-01-02","6d20108a-7466-11","00000005","25555.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000018","2021-01-02","6d200f5f-7466-11","00000013","12325.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000019","2021-01-02","6d1eaf85-7466-11","00000006","41861.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000020","2021-01-02","6d201026-7466-11","00000003","6020.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000021","2021-01-02","6d200c82-7466-11","00000008","1047.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000022","2021-01-02","6d200f5f-7466-11","00000004","35400.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000023","2021-01-02","6d201026-7466-11","00000004","440.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000024","2021-01-03","6d20108a-7466-11","00000002","38515.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000025","2021-01-04","0a400032-7395-11","00000003","4480.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000026","2021-01-04","6d201026-7466-11","00000004","17740.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000027","2021-01-04","6d1eaf85-7466-11","00000006","45415.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000028","2021-01-04","0a3604c0-7395-11","00000012","1300.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000029","2021-01-04","0a400032-7395-11","00000004","32820.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000030","2021-01-04","6d1eaf85-7466-11","00000006","49530.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000031","2021-01-05","0a3604c0-7395-11","00000012","54200.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000032","2021-01-05","6d1eaf85-7466-11","00000008","6980.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000033","2021-01-06","6d200c82-7466-11","00000008","11300.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000034","2021-01-06","6d20108a-7466-11","00000005","2370.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000035","2021-01-06","6d200ed4-7466-11","00000007","20220.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000036","2021-01-07","6d200f5f-7466-11","00000014","15880.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000037","2021-01-07","6d1eaf85-7466-11","00000006","30810.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000038","2021-01-08","6d200c82-7466-11","00000007","39260.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000039","2021-01-08","6d20108a-7466-11","00000012","12505.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000040","2021-01-08","6d20108a-7466-11","00000011","71010.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000041","2021-01-08","6d200c82-7466-11","00000009","610.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000042","2021-01-08","6d2010db-7466-11","00000002","28010.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000043","2021-01-08","0a400032-7395-11","00000004","5000.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000044","2021-01-08","0a3601ca-7395-11","00000010","5530.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000045","2021-01-08","6d200ed4-7466-11","00000006","630.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000046","2021-01-08","6d1eaf85-7466-11","00000010","4315.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000047","2021-01-08","6d2010db-7466-11","00000005","20640.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000048","2021-01-08","6d2010db-7466-11","00000005","32315.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000049","2021-01-08","6d2010db-7466-11","00000012","605.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000050","2021-01-08","6d200f5f-7466-11","00000013","2170.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000051","2021-01-08","0a400032-7395-11","00000013","2030.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000052","2021-01-08","6d20108a-7466-11","00000012","15000.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000053","2021-01-09","6d2010db-7466-11","00000012","165.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000054","2021-01-09","0a400032-7395-11","00000013","3025.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000055","2021-01-09","6d200ed4-7466-11","00000010","480.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000056","2021-01-09","6d1eaf85-7466-11","00000010","21775.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000057","2021-01-09","6d1eaf85-7466-11","00000001","515.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000058","2021-01-09","6d1eaf85-7466-11","00000007","10955.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000059","2021-01-09","6d200ed4-7466-11","00000006","22790.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000060","2021-01-09","6d200ed4-7466-11","00000010","53320.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000061","2021-01-09","0a400032-7395-11","00000004","3400.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000062","2021-01-09","6d2010db-7466-11","00000012","21115.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000063","2021-01-10","0a3604c0-7395-11","00000002","23660.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
"0000000000000064","2021-01-10","6d200f5f-7466-11","00000013","11325.0000","2022-01-16 11:59:24","2022-01-16 11:59:24","0"
